"date","close","volume","open","high","low"
"2018/01/24","12.1400","73849.0000","12.1500","12.4500","11.8900"
"2018/01/23","12.0900","52645.0000","12.3500","12.3500","12.0000"
"2018/01/22","12.1800","104552.0000","12.3000","12.6000","11.7701"
"2018/01/19","12.2500","143688.0000","12.2100","12.6000","11.8000"
"2018/01/18","12.1000","62129.0000","11.8500","12.2600","11.5110"
"2018/01/17","12.0100","84894.0000","11.4200","12.3000","11.4000"
"2018/01/16","11.3000","115843.0000","11.9300","12.0700","11.0400"
"2018/01/12","11.7700","87935.0000","12.3500","12.4100","11.7400"
"2018/01/11","12.3800","85528.0000","12.0200","12.5900","11.7000"
"2018/01/10","11.9300","107009.0000","11.9500","12.8900","11.8000"
"2018/01/09","11.7100","33556.0000","11.9900","12.0000","11.5800"
"2018/01/08","11.8200","49933.0000","11.9800","12.1946","11.7300"
"2018/01/05","11.8900","66047.0000","11.7800","12.1650","11.6500"
"2018/01/04","11.9100","77381.0000","11.8400","11.9800","11.2210"
"2018/01/03","11.6200","76303.0000","11.9000","12.0000","11.5100"
"2018/01/02","12.0500","121475.0000","12.0600","12.2000","11.8500"
"2017/12/29","11.9900","54855.0000","11.8800","12.1900","11.8000"
"2017/12/28","11.7800","38667.0000","11.5800","11.9700","11.3400"
"2017/12/27","11.4900","61200.0000","11.6500","12.1200","11.3000"
"2017/12/26","11.7600","82820.0000","11.8000","12.3500","11.6500"
"2017/12/22","11.8000","135063.0000","11.5200","12.2500","11.4000"
"2017/12/21","11.4400","84208.0000","11.1100","11.7900","10.9900"
"2017/12/20","10.9300","101754.0000","11.2500","11.4100","10.5000"
"2017/12/19","11.3100","131500.0000","11.4400","11.9900","10.8900"
"2017/12/18","11.3600","173201.0000","11.7300","12.1800","11.1100"
"2017/12/15","11.7900","604940.0000","11.7800","12.2900","11.3300"
"2017/12/14","11.6800","238891.0000","11.4300","11.9500","10.9800"
"2017/12/13","11.5200","332278.0000","10.5500","11.7490","10.5500"
"2017/12/12","10.6400","162616.0000","11.4400","11.6300","10.5450"
"2017/12/11","11.1000","197543.0000","11.7300","12.4446","10.6400"
"2017/12/08","11.5100","162923.0000","10.9900","11.7000","10.9900"
"2017/12/07","10.9900","116327.0000","11.2100","11.2500","10.6500"
"2017/12/06","11.0800","140970.0000","10.5400","11.3200","10.5000"
"2017/12/05","10.6700","77431.0000","9.7300","10.6900","9.4100"
"2017/12/04","9.6400","164841.0000","9.5000","10.2500","9.4100"
"2017/12/01","9.5700","28581.0000","9.8000","10.2000","9.4800"
"2017/11/30","9.6500","60645.0000","8.9700","9.9600","8.7600"
"2017/11/29","8.8800","134846.0000","9.8500","9.9800","8.7100"
"2017/11/28","9.6200","137071.0000","9.0500","10.6000","8.9700"
"2017/11/27","8.9700","221749.0000","9.1900","10.1400","8.0550"
"2017/11/24","9.0200","17607.0000","9.1800","9.3400","8.7900"
"2017/11/22","9.0069","128383.0000","9.1900","9.5000","8.7500"
"2017/11/21","9.2500","64865.0000","9.7900","9.7900","9.0500"
"2017/11/20","9.4300","37272.0000","9.9900","9.9900","9.4300"
"2017/11/17","9.9700","58603.0000","9.6300","10.2900","9.6300"
"2017/11/16","9.6500","63714.0000","9.8600","10.4500","9.5500"
"2017/11/15","9.9900","47455.0000","9.9000","10.0900","9.3700"
"2017/11/14","9.8000","47558.0000","10.2000","10.5000","9.7500"
"2017/11/13","10.4300","23271.0000","10.3380","10.5000","10.1080"
"2017/11/10","10.4000","30929.0000","10.6000","10.6200","10.0100"
"2017/11/09","10.6800","56611.0000","10.5000","10.9500","10.0400"
"2017/11/08","10.5000","22983.0000","10.5000","10.9571","10.1200"
"2017/11/07","10.5000","15554.0000","10.3000","10.5000","10.1200"
"2017/11/06","10.3200","26942.0000","10.8879","11.2300","10.3200"
"2017/11/03","10.3001","51846.0000","10.9900","11.0100","10.2500"
